direction,prize_topic,citation_topic,prize_domain,citation_domain,prize_paper_field,citation_paper_field,count,sample_prize_paper_id,sample_prize_paper_title,sample_citation_paper_id,sample_citation_paper_title
citation_paper_cites_prize_paper,Neuroscience,"Economics, Econometrics and Finance",Life Sciences,Social Sciences,Neuroscience,"Economics, Econometrics and Finance",60,W1985940938,A quantitative description of membrane current and its application to conduction and excitation in nerve,W2071814752,Strong convergence rate in averaging principle for stochastic FitzHugh–Nagumo system with two time-scales
citation_paper_cites_prize_paper,Unknown Nobel Field,Neuroscience,Unknown Domain,Life Sciences,,Neuroscience,140,W2260604921,"THE ACTION OF CERTAIN ESTERS AND ETHERS OF CHOLINE, AND THEIR RELATION TO MUSCARINE",W2405345761,The Role of Muscarinic Receptors in the Pathophysiology of Mood Disorders:A Potential Noveltreatment?
citation_paper_cites_prize_paper,Energy,Arts and Humanities,Physical Sciences,Social Sciences,Energy,Arts and Humanities,93,W1982444105,Genetic Control of Biochemical Reactions in Neurospora,W1842704255,METHODOLOGICAL ISSUES
citation_paper_cites_prize_paper,Arts and Humanities,Unknown Citation Field,Social Sciences,Unknown Domain,Arts and Humanities,,60,W2005886497,Über einen die Erzeugung und Verwandlung des Lichtes betreffenden heuristischen Gesichtspunkt,W2074357759,Mit wenigen Worten viel sagen: Georg Christoph Lichtenberg zum 250. Geburtstag
citation_paper_cites_prize_paper,Nursing,"Pharmacology, Toxicology and Pharmaceutics",Health Sciences,Life Sciences,Nursing,"Pharmacology, Toxicology and Pharmaceutics",30,W207049882,The antihaemorrhagic vitamin of the chick,W2129007533,Studies on warfarin treatment with emphasis on inter-individual variations and drug monitoring
citation_paper_cites_prize_paper,Nursing,Engineering,Health Sciences,Physical Sciences,Nursing,Engineering,49,W2409039558,CONVERSION OF PHOSPHORYLASE b TO PHOSPHORYLASE a IN MUSCLE EXTRACTS,W2135143119,"Biomimetic surfaces : Preparation, characterization and application"
prize_paper_references_citation_paper,Immunology and Microbiology,Medicine,Life Sciences,Health Sciences,Immunology and Microbiology,Medicine,31,W2145049340,IDENTIFICATION OF A NOVEL CELL TYPE IN PERIPHERAL LYMPHOID ORGANS OF MICE,W1502195644,Attempts at Identification of Hemopoietic Stem Cell in Mouse
prize_paper_references_citation_paper,Immunology and Microbiology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Life Sciences,Immunology and Microbiology,"Biochemistry, Genetics and Molecular Biology",40,W2145049340,IDENTIFICATION OF A NOVEL CELL TYPE IN PERIPHERAL LYMPHOID ORGANS OF MICE,W1964196291,THE ISOLATION AND SELECTED PROPERTIES OF BLOOD MONOCYTES
prize_paper_references_citation_paper,Immunology and Microbiology,Neuroscience,Life Sciences,Life Sciences,Immunology and Microbiology,Neuroscience,4,W2145049340,IDENTIFICATION OF A NOVEL CELL TYPE IN PERIPHERAL LYMPHOID ORGANS OF MICE,W2006387884,THF EARLY STAGES OF ABSORPTION OF INJECTED HORSERADISH PEROXIDASE IN THE PROXIMAL TUBULES OF MOUSE KIDNEY: ULTRASTRUCTURAL CYTOCHEMISTRY BY A NEW TECHNIQUE
prize_paper_references_citation_paper,Immunology and Microbiology,Chemistry,Life Sciences,Physical Sciences,Immunology and Microbiology,Chemistry,4,W2145049340,IDENTIFICATION OF A NOVEL CELL TYPE IN PERIPHERAL LYMPHOID ORGANS OF MICE,W2010925541,A Study Of The Localisation Of A Protein Antigen In The Chicken Spleen And Its Relation To The Formation Of Germinal Centres
prize_paper_references_citation_paper,Immunology and Microbiology,Unknown Citation Field,Life Sciences,Unknown Domain,Immunology and Microbiology,,4,W2145049340,IDENTIFICATION OF A NOVEL CELL TYPE IN PERIPHERAL LYMPHOID ORGANS OF MICE,W2076540682,The Reticuloendothelial System.
prize_paper_references_citation_paper,Immunology and Microbiology,Immunology and Microbiology,Life Sciences,Life Sciences,Immunology and Microbiology,Immunology and Microbiology,53,W2145049340,IDENTIFICATION OF A NOVEL CELL TYPE IN PERIPHERAL LYMPHOID ORGANS OF MICE,W2096179876,THE ORIGIN AND KINETICS OF MONONUCLEAR PHAGOCYTES
prize_paper_references_citation_paper,Medicine,Medicine,Health Sciences,Health Sciences,Medicine,Medicine,400,W2010694924,Isolation and Structure of Two Prostaglandin Endoperoxides That Cause Platelet Aggregation,W1555140230,Metabolism of Prostaglandin E2 in Guinea Pig Liver
prize_paper_references_citation_paper,Medicine,Agricultural and Biological Sciences,Health Sciences,Life Sciences,Medicine,Agricultural and Biological Sciences,34,W2010694924,Isolation and Structure of Two Prostaglandin Endoperoxides That Cause Platelet Aggregation,W1971537911,THE USE OF ISOLATED ORGANS FOR DETECTING ACTIVE SUBSTANCES IN THE CIRCULATING BLOOD
prize_paper_references_citation_paper,Medicine,"Biochemistry, Genetics and Molecular Biology",Health Sciences,Life Sciences,Medicine,"Biochemistry, Genetics and Molecular Biology",230,W2010694924,Isolation and Structure of Two Prostaglandin Endoperoxides That Cause Platelet Aggregation,W2012214760,Aggregation of Blood Platelets by Adenosine Diphosphate and its Reversal
prize_paper_references_citation_paper,Medicine,"Pharmacology, Toxicology and Pharmaceutics",Health Sciences,Life Sciences,Medicine,"Pharmacology, Toxicology and Pharmaceutics",5,W2010694924,Isolation and Structure of Two Prostaglandin Endoperoxides That Cause Platelet Aggregation,W2026445483,THE TECHNIQUE OF SUPERFUSION
prize_paper_references_citation_paper,Medicine,Immunology and Microbiology,Health Sciences,Life Sciences,Medicine,Immunology and Microbiology,23,W2123773797,Leukotriene C: a slow-reacting substance from murine mastocytoma cells.,W2013821446,Stimulated production of slow reacting substances by mercaptans from ionophore A 23187- induced mononuclear cells: Mercaptan structure-activity studies
prize_paper_references_citation_paper,Neuroscience,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Life Sciences,Neuroscience,"Biochemistry, Genetics and Molecular Biology",88,W2064008537,THE NATURAL-SELECTION THEORY OF ANTIBODY FORMATION,W1595704955,The Fate in Rabbits of Intravenously Injected I131-Iodoovalbumin
prize_paper_references_citation_paper,Neuroscience,Medicine,Life Sciences,Health Sciences,Neuroscience,Medicine,42,W2064008537,THE NATURAL-SELECTION THEORY OF ANTIBODY FORMATION,W2011736451,Artificial Production of Immunological Tolerance: Immunological Effects of Experimental Embryonal Parabiosis
prize_paper_references_citation_paper,Neuroscience,Immunology and Microbiology,Life Sciences,Life Sciences,Neuroscience,Immunology and Microbiology,6,W2064008537,THE NATURAL-SELECTION THEORY OF ANTIBODY FORMATION,W2018559485,Effect of Massive Antigen Dosage on Antigen Retention and Antibody Response in Rabbits.
prize_paper_references_citation_paper,Neuroscience,Physics and Astronomy,Life Sciences,Physical Sciences,Neuroscience,Physics and Astronomy,11,W2064008537,THE NATURAL-SELECTION THEORY OF ANTIBODY FORMATION,W2290089554,The disposal and organ-distribution of radioiodinated bovine serum proteins in control and specifically sensitized rabbits.
prize_paper_references_citation_paper,Neuroscience,Environmental Science,Life Sciences,Physical Sciences,Neuroscience,Environmental Science,5,W2064008537,THE NATURAL-SELECTION THEORY OF ANTIBODY FORMATION,W2433705742,The rate of inactivation of bacteriophage T4r in specific anti-serum.  I.  Salt effect.  II.  Cofactor.
prize_paper_references_citation_paper,Physics and Astronomy,Chemistry,Physical Sciences,Physical Sciences,Physics and Astronomy,Chemistry,183,W2003771289,Femtosecond real-time observation of wave packet oscillations (resonance) in dissociation reactions,W1991101826,Time dependent formulation of polyatomic photofragmentation: Application to H3+
prize_paper_references_citation_paper,Physics and Astronomy,Chemical Engineering,Physical Sciences,Physical Sciences,Physics and Astronomy,Chemical Engineering,9,W2003771289,Femtosecond real-time observation of wave packet oscillations (resonance) in dissociation reactions,W2046335598,Comment on ‘‘Fluorescence spectra of the NaI molecule’’
prize_paper_references_citation_paper,Medicine,Neuroscience,Health Sciences,Life Sciences,Medicine,Neuroscience,23,W2021537613,Regulation of 3-Hydroxy-3-Methylglutaryl Coenzyme A Reductase Activity in Human Fibroblasts by Lipoproteins,W1595366583,The Fluorometric Measurement of Deoxyribonucleic Acid in Animal Tissues with Special Reference to the Central Nervous System
prize_paper_references_citation_paper,Medicine,Environmental Science,Health Sciences,Physical Sciences,Medicine,Environmental Science,30,W2021537613,Regulation of 3-Hydroxy-3-Methylglutaryl Coenzyme A Reductase Activity in Human Fibroblasts by Lipoproteins,W2067987853,lipid Metabolism in Tissue Culture Cells
prize_paper_references_citation_paper,Medicine,Chemistry,Health Sciences,Physical Sciences,Medicine,Chemistry,58,W2021537613,Regulation of 3-Hydroxy-3-Methylglutaryl Coenzyme A Reductase Activity in Human Fibroblasts by Lipoproteins,W4299798924,Current topics in cellular regulation
prize_paper_references_citation_paper,Chemistry,Chemistry,Physical Sciences,Physical Sciences,Chemistry,Chemistry,617,W1988837171,THE LYMAN BANDS OF MOLECULAR HYDROGEN,W1993934179,The molecular spectrum of hydrogen and its isotopes
prize_paper_references_citation_paper,Chemistry,Earth and Planetary Sciences,Physical Sciences,Physical Sciences,Chemistry,Earth and Planetary Sciences,10,W1988837171,THE LYMAN BANDS OF MOLECULAR HYDROGEN,W2007178655,"The Resonance (<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>B</mml:mi><mml:mo>−</mml:mo><mml:mi>A</mml:mi></mml:math>) Band System of the Hydrogen Molecule"
prize_paper_references_citation_paper,Chemistry,Materials Science,Physical Sciences,Physical Sciences,Chemistry,Materials Science,46,W1988837171,THE LYMAN BANDS OF MOLECULAR HYDROGEN,W2029364969,Separation of Overlapping Orders of a Concave Grating Spectrograph in the Vacuum Ultraviolet Region
prize_paper_references_citation_paper,Chemistry,Engineering,Physical Sciences,Physical Sciences,Chemistry,Engineering,62,W1988837171,THE LYMAN BANDS OF MOLECULAR HYDROGEN,W2114947427,The Emission Spectrum of Molecular Hydrogen in the Extreme Ultraviolet
prize_paper_references_citation_paper,Chemistry,Computer Science,Physical Sciences,Physical Sciences,Chemistry,Computer Science,6,W1988837171,THE LYMAN BANDS OF MOLECULAR HYDROGEN,W2132229686,A Photoelectric Setting Device for a Spectrum Plate Comparator
citation_paper_cites_prize_paper,Immunology and Microbiology,Dentistry,Life Sciences,Health Sciences,Immunology and Microbiology,Dentistry,51,W2129319296,Defective LPS Signaling in C3H/HeJ and C57BL/10ScCr Mice: Mutations in <i>Tlr4</i> Gene,W2144345929,<i>P<scp>orphyromonas gingivalis</scp></i> L<scp>ipopolysaccharide</scp> S<scp>ignaling in</scp> G<scp>ingival</scp> F<scp>ibroblasts</scp>–CD14 <scp>and</scp> T<scp>oll-like</scp> R<scp>eceptors</scp>
citation_paper_cites_prize_paper,Immunology and Microbiology,Materials Science,Life Sciences,Physical Sciences,Immunology and Microbiology,Materials Science,38,W1977282539,Isolation of a T-Lymphotropic Retrovirus from a Patient at Risk for Acquired Immune Deficiency Syndrome (AIDS),W2178118169,Design and Synthesis of DiselenoBisBenzamides (DISeBAs) as Nucleocapsid Protein 7 (NCp7) Inhibitors with anti-HIV Activity
citation_paper_cites_prize_paper,Engineering,Energy,Physical Sciences,Physical Sciences,Engineering,Energy,32,W2115737236,Breaking the diffraction resolution limit by stimulated emission: stimulated-emission-depletion fluorescence microscopy,W2989859051,"Designing with Light: Advanced 2D, 3D, and 4D Materials"
citation_paper_cites_prize_paper,Engineering,Unknown Citation Field,Physical Sciences,Unknown Domain,Engineering,,197,W1566766802,Towards a network theory of the immune system.,W4253364378,Search Methodologies
citation_paper_cites_prize_paper,Earth and Planetary Sciences,Decision Sciences,Physical Sciences,Social Sciences,Earth and Planetary Sciences,Decision Sciences,42,W2085155384,On the relative motion of the Earth and the luminiferous ether,W1996877569,Précis of<i>The Rational Imagination: How People Create Alternatives to Reality</i>
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Mathematics,Life Sciences,Physical Sciences,Agricultural and Biological Sciences,Mathematics,17,W2006788765,A gene complex controlling segmentation in Drosophila,W2020580647,Development and Quantitative Genetics of Correlation Structure Among Body Parts of Drosophila melanogaster
citation_paper_cites_prize_paper,Nursing,Physics and Astronomy,Health Sciences,Physical Sciences,Nursing,Physics and Astronomy,8,W2414829511,The disulphide bonds of insulin,W2005126619,Physical and chemical studies on staphylococcal .alpha.-toxins A and B
citation_paper_cites_prize_paper,Unknown Nobel Field,Psychology,Unknown Domain,Social Sciences,,Psychology,15,W2260604921,"THE ACTION OF CERTAIN ESTERS AND ETHERS OF CHOLINE, AND THEIR RELATION TO MUSCARINE",W2399818212,"Signs of anxiety, rage, or distress."
citation_paper_cites_prize_paper,Neuroscience,Decision Sciences,Life Sciences,Social Sciences,Neuroscience,Decision Sciences,111,W1985940938,A quantitative description of membrane current and its application to conduction and excitation in nerve,W2762536588,A state estimation approach based on stochastic expansions
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Decision Sciences,Life Sciences,Social Sciences,Agricultural and Biological Sciences,Decision Sciences,20,W2012383467,A TRANSMISSIBLE AVIAN NEOPLASM. (SARCOMA OF THE COMMON FOWL.),W3092502038,"Las citas bibliográficas en la evaluación de la actividad científica: significado, consecuencias y un marco conceptual alternativo"
citation_paper_cites_prize_paper,Immunology and Microbiology,Mathematics,Life Sciences,Physical Sciences,Immunology and Microbiology,Mathematics,22,W2145049340,IDENTIFICATION OF A NOVEL CELL TYPE IN PERIPHERAL LYMPHOID ORGANS OF MICE,W3097680321,Analysis of tumor-immune dynamics in a delayed dendritic cell therapy model
citation_paper_cites_prize_paper,Engineering,Nursing,Physical Sciences,Health Sciences,Engineering,Nursing,25,W2115737236,Breaking the diffraction resolution limit by stimulated emission: stimulated-emission-depletion fluorescence microscopy,W2981100226,Correlating STED and synchrotron XRF nano-imaging unveils the co-segregation of metals and cytoskeleton proteins in dendrites
citation_paper_cites_prize_paper,Mathematics,Computer Science,Physical Sciences,Physical Sciences,Mathematics,Computer Science,65,W2248814689,Fine Structure of the Hydrogen Atom by a Microwave Method,W3106442932,Dynamical Lamb effect in a superconducting circuit
citation_paper_cites_prize_paper,Neuroscience,"Business, Management and Accounting",Life Sciences,Social Sciences,Neuroscience,"Business, Management and Accounting",32,W2097186487,A novel multigene family may encode odorant receptors: A molecular basis for odor recognition,W4240971779,Produktverpackung
citation_paper_cites_prize_paper,Earth and Planetary Sciences,Neuroscience,Physical Sciences,Life Sciences,Earth and Planetary Sciences,Neuroscience,37,W2085155384,On the relative motion of the Earth and the luminiferous ether,W4245773897,The Problem
citation_paper_cites_prize_paper,Computer Science,Mathematics,Physical Sciences,Physical Sciences,Computer Science,Mathematics,25,W2025623691,Quantum Rabi Oscillation: A Direct Test of Field Quantization in a Cavity,W2082262012,The Dicke model as the contraction limit of a pseudo-deformed Richardson-Gaudin model
citation_paper_cites_prize_paper,Decision Sciences,Physics and Astronomy,Social Sciences,Physical Sciences,Decision Sciences,Physics and Astronomy,22,W1975117866,"The Isolation of an Ion, a Precision Measurement of Its Charge, and the Correction of Stokes's Law",W3103356775,Measurement of the ratio <i>h</i> / <i>e</i> with a photomultiplier tube and a set of LEDs
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Dentistry,Life Sciences,Health Sciences,Agricultural and Biological Sciences,Dentistry,19,W2143107875,UNIDENTIFIED CURVED BACILLI IN THE STOMACH OF PATIENTS WITH GASTRITIS AND PEPTIC ULCERATION,W3203050314,Evidence‐Based Dentistry: Causation
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Computer Science,Life Sciences,Physical Sciences,Agricultural and Biological Sciences,Computer Science,52,W2026519705,The origin and behavior of mutable loci in maize,W2407628792,Range LCP Queries Revisited
citation_paper_cites_prize_paper,Arts and Humanities,"Economics, Econometrics and Finance",Social Sciences,Social Sciences,Arts and Humanities,"Economics, Econometrics and Finance",12,W2005886497,Über einen die Erzeugung und Verwandlung des Lichtes betreffenden heuristischen Gesichtspunkt,W3161896804,The Color of Money: Threshold Effects in Quantum Economics
citation_paper_cites_prize_paper,Chemistry,Dentistry,Physical Sciences,Health Sciences,Chemistry,Dentistry,30,W2045288781,Cyclic polyethers and their complexes with metal salts,W2011800360,Design of a new dental adhesive-Effect of a water-soluble sodium acylphosphine oxide with crown ether on adhesion to dental hard tissues
citation_paper_cites_prize_paper,Veterinary,Environmental Science,Health Sciences,Physical Sciences,Veterinary,Environmental Science,13,W2112130390,"Avermectins, New Family of Potent Anthelmintic Agents: Efficacy of the B <sub>1a</sub> Component",W2063898320,Studies on Lignocellulose Degradation by Rumen Microorganism
citation_paper_cites_prize_paper,Mathematics,Mathematics,Physical Sciences,Physical Sciences,Mathematics,Mathematics,36,W2248814689,Fine Structure of the Hydrogen Atom by a Microwave Method,W2781853536,The Lamb Shift Effect (on Series Limits) Revisited
citation_paper_cites_prize_paper,Mathematics,Neuroscience,Physical Sciences,Life Sciences,Mathematics,Neuroscience,7,W2248814689,Fine Structure of the Hydrogen Atom by a Microwave Method,W2988610889,Brain Research and Arbitrary Multiscale Quantum Uncertainty
citation_paper_cites_prize_paper,Materials Science,"Business, Management and Accounting",Physical Sciences,Social Sciences,Materials Science,"Business, Management and Accounting",23,W2058122340,Electric Field Effect in Atomically Thin Carbon Films,W3185501380,DESENVOLVIMENTO SUSTENTÁVEL: COMPORTAMENTO DE CONSUMO DE PRODUTOS SUSTENTÁVEIS
citation_paper_cites_prize_paper,Nursing,Immunology and Microbiology,Health Sciences,Life Sciences,Nursing,Immunology and Microbiology,16,W207049882,The antihaemorrhagic vitamin of the chick,W4220930984,Avian Hemostasis
citation_paper_cites_prize_paper,Materials Science,Unknown Citation Field,Physical Sciences,Unknown Domain,Materials Science,,170,W1993209440,Electrical Conductivity in Doped Polyacetylene,W4244823740,
citation_paper_cites_prize_paper,Earth and Planetary Sciences,Energy,Physical Sciences,Physical Sciences,Earth and Planetary Sciences,Energy,72,W2058179313,Stratospheric sink for chlorofluoromethanes: chlorine atom-catalysed destruction of ozone,W2588604921,Experimental study of a novel photovoltaic solar-assisted heat pump/loop heat-pipe (PV-SAHP/LHP) system
citation_paper_cites_prize_paper,Social Sciences,Chemistry,Social Sciences,Physical Sciences,Social Sciences,Chemistry,9,W1988813223,The Density of Lead from Ceylon Thorite,W2287998706,XCI. <i>Lead and the end product of thorium</i>. (Part I.)
citation_paper_cites_prize_paper,"Pharmacology, Toxicology and Pharmaceutics",Engineering,Life Sciences,Physical Sciences,"Pharmacology, Toxicology and Pharmaceutics",Engineering,34,W2090488193,FRACTIONATION OF MAMMALIAN LIVER CELLS BY DIFFERENTIAL CENTRIFUGATION,W83745703,Die submikroskopische Struktur des Cytoplasmas
citation_paper_cites_prize_paper,Immunology and Microbiology,Computer Science,Life Sciences,Physical Sciences,Immunology and Microbiology,Computer Science,44,W2074949244,Definition and Antagonism of Histamine H2-receptors,W2001415793,The Chemical Basis of Pharmacology
prize_paper_references_citation_paper,Earth and Planetary Sciences,Physics and Astronomy,Physical Sciences,Physical Sciences,Earth and Planetary Sciences,Physics and Astronomy,42,W1998450308,Intermolecular Potentials from Crossed Beam Differential Elastic Scattering Measurements. VII. para-H2+para-H2,W1608678166,The Intermolecular Potentials of Helium and Hydrogen
prize_paper_references_citation_paper,Earth and Planetary Sciences,Environmental Science,Physical Sciences,Physical Sciences,Earth and Planetary Sciences,Environmental Science,8,W1998450308,Intermolecular Potentials from Crossed Beam Differential Elastic Scattering Measurements. VII. para-H2+para-H2,W1671860850,<i>Molecular Theory of Gases and Liquids</i>
prize_paper_references_citation_paper,Earth and Planetary Sciences,Chemistry,Physical Sciences,Physical Sciences,Earth and Planetary Sciences,Chemistry,24,W1998450308,Intermolecular Potentials from Crossed Beam Differential Elastic Scattering Measurements. VII. para-H2+para-H2,W1967832469,Quantum Mechanics of the H2–H2 Interaction. V. The Importance of Intermolecular Charge-Transfer States
prize_paper_references_citation_paper,Earth and Planetary Sciences,Engineering,Physical Sciences,Physical Sciences,Earth and Planetary Sciences,Engineering,11,W1998450308,Intermolecular Potentials from Crossed Beam Differential Elastic Scattering Measurements. VII. para-H2+para-H2,W1969515592,The Lennard-Jones 6–12 potential parameters of H2 and D2
prize_paper_references_citation_paper,Earth and Planetary Sciences,Materials Science,Physical Sciences,Physical Sciences,Earth and Planetary Sciences,Materials Science,16,W1998450308,Intermolecular Potentials from Crossed Beam Differential Elastic Scattering Measurements. VII. para-H2+para-H2,W2002820839,Quantum Mechanics of the H2–H2 Interaction. I. A Restricted Valence-Bond Approach
prize_paper_references_citation_paper,Earth and Planetary Sciences,Mathematics,Physical Sciences,Physical Sciences,Earth and Planetary Sciences,Mathematics,1,W1998450308,Intermolecular Potentials from Crossed Beam Differential Elastic Scattering Measurements. VII. para-H2+para-H2,W2058991474,The viscosity and thermal conductivity of dilute gaseous hydrogen from 15 to 5000 K
prize_paper_references_citation_paper,Earth and Planetary Sciences,Earth and Planetary Sciences,Physical Sciences,Physical Sciences,Earth and Planetary Sciences,Earth and Planetary Sciences,33,W1998450308,Intermolecular Potentials from Crossed Beam Differential Elastic Scattering Measurements. VII. para-H2+para-H2,W2078664850,Intermolecular Potentials from Crossed Beam Differential Elastic Scattering Measurements. III. He+He and Ne+Ne
citation_paper_cites_prize_paper,Nursing,Agricultural and Biological Sciences,Health Sciences,Life Sciences,Nursing,Agricultural and Biological Sciences,89,W2000315362,Eine ergiebige Synthese der l‐Ascorbinsäure (C‐Vitamin),W2076780129,Ion implantation of organisms
citation_paper_cites_prize_paper,Chemical Engineering,"Pharmacology, Toxicology and Pharmaceutics",Physical Sciences,Life Sciences,Chemical Engineering,"Pharmacology, Toxicology and Pharmaceutics",6,W2036574905,Desoxy‐cortico‐steron (21‐Oxy‐progesteron) aus Δ<sup>5</sup>‐3‐Oxy‐ätio‐cholensäure,W2141480293,A Brief History of Great Discoveries in Pharmacology: In Celebration of the Centennial Anniversary of the Founding of the American Society of Pharmacology and Experimental Therapeutics
citation_paper_cites_prize_paper,Unknown Nobel Field,"Pharmacology, Toxicology and Pharmaceutics",Unknown Domain,Life Sciences,,"Pharmacology, Toxicology and Pharmaceutics",7,W2260604921,"THE ACTION OF CERTAIN ESTERS AND ETHERS OF CHOLINE, AND THEIR RELATION TO MUSCARINE",W2141480293,A Brief History of Great Discoveries in Pharmacology: In Celebration of the Centennial Anniversary of the Founding of the American Society of Pharmacology and Experimental Therapeutics
citation_paper_cites_prize_paper,Computer Science,Environmental Science,Physical Sciences,Physical Sciences,Computer Science,Environmental Science,15,W2059693774,A New Audiometer,W2087744862,Ontogenetic changes in the auditory sensitivity of damselfishes (pomacentridae)
citation_paper_cites_prize_paper,Veterinary,Psychology,Health Sciences,Social Sciences,Veterinary,Psychology,5,W2112130390,"Avermectins, New Family of Potent Anthelmintic Agents: Efficacy of the B <sub>1a</sub> Component",W1964364731,Avermectin B<sub>1a</sub> Modulation of γ‐Aminobutyric Acid Receptors in Rat Brain Membranes
citation_paper_cites_prize_paper,Chemical Engineering,"Biochemistry, Genetics and Molecular Biology",Physical Sciences,Life Sciences,Chemical Engineering,"Biochemistry, Genetics and Molecular Biology",71,W2036574905,Desoxy‐cortico‐steron (21‐Oxy‐progesteron) aus Δ<sup>5</sup>‐3‐Oxy‐ätio‐cholensäure,W2417733216,"Die C21-Steroide, ihr Verhalten im Organismus und Nachweis"
citation_paper_cites_prize_paper,Immunology and Microbiology,Arts and Humanities,Life Sciences,Social Sciences,Immunology and Microbiology,Arts and Humanities,54,W38403571,THE DISTRIBUTION OF CYTOCHROME OXIDASE AND SUCCINOXIDASE IN THE CYTOPLASM OF THE MAMMALIAN LIVER CELL,W2118343419,In Search of Mitochondrial Mechanisms: Interfield Excursions between Cell Biology and Biochemistry
citation_paper_cites_prize_paper,Unknown Nobel Field,Chemical Engineering,Unknown Domain,Physical Sciences,,Chemical Engineering,3,W1606860533,THE COAGULATION OF ALBUMEN BY PRESSURE,W2329225396,Laser-Assisted High-Pressure-Induced Polymerization of 2-(Hydroxyethyl)methacrylate
citation_paper_cites_prize_paper,Energy,Neuroscience,Physical Sciences,Life Sciences,Energy,Neuroscience,34,W1982444105,Genetic Control of Biochemical Reactions in Neurospora,W3147495168,A global search for novel transcription factors impacting the <i>Neurospora crassa</i> circadian clock
citation_paper_cites_prize_paper,Materials Science,Decision Sciences,Physical Sciences,Social Sciences,Materials Science,Decision Sciences,34,W2058122340,Electric Field Effect in Atomically Thin Carbon Films,W4303521010,Pulmonary hazard identifications of Graphene family nanomaterials: Adverse outcome pathways framework based on toxicity mechanisms
citation_paper_cites_prize_paper,Immunology and Microbiology,"Economics, Econometrics and Finance",Life Sciences,Social Sciences,Immunology and Microbiology,"Economics, Econometrics and Finance",28,W1977282539,Isolation of a T-Lymphotropic Retrovirus from a Patient at Risk for Acquired Immune Deficiency Syndrome (AIDS),W2314883872,The impact of HIV infection and AIDS on insurance in the United Kingdom
citation_paper_cites_prize_paper,Energy,Energy,Physical Sciences,Physical Sciences,Energy,Energy,53,W2608873142,Propriétés magnétiques des ferrites ; ferrimagnétisme et antiferromagnétisme,W2903134371,Zn<sup>2+</sup> Ion Surface Enrichment in Doped Iron Oxide Nanoparticles Leads to Charge Carrier Density Enhancement
citation_paper_cites_prize_paper,Physics and Astronomy,"Business, Management and Accounting",Physical Sciences,Social Sciences,Physics and Astronomy,"Business, Management and Accounting",87,W2031828766,Beweis des Adiabatensatzes,W3025178320,Network adiabatic theorem
citation_paper_cites_prize_paper,Unknown Nobel Field,Mathematics,Unknown Domain,Physical Sciences,,Mathematics,4,W2263240235,WEAK AND ELECTROMAGNETIC INTERACTIONS.,W2104870189,
citation_paper_cites_prize_paper,Immunology and Microbiology,Chemical Engineering,Life Sciences,Physical Sciences,Immunology and Microbiology,Chemical Engineering,5,W2129319296,Defective LPS Signaling in C3H/HeJ and C57BL/10ScCr Mice: Mutations in <i>Tlr4</i> Gene,W2442937378,Light-addressable potentiometric sensor (LAPS) combined with magnetic beads for pharmaceutical screening
citation_paper_cites_prize_paper,Chemistry,Veterinary,Physical Sciences,Health Sciences,Chemistry,Veterinary,26,W1987712838,PHARMACOLOGY OF A NEW ADRENERGIC BETA-RECEPTOR-BLOCKING COMPOUND (NETHALIDE),W1977430523,Effect of Adrenergic Blocking Agents on Sympathomimetic Amines Induced Hyperglycemia and Hyperlactacidemia
citation_paper_cites_prize_paper,Engineering,Psychology,Physical Sciences,Social Sciences,Engineering,Psychology,36,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W1980077128,Drug induced facilitation of avoidance learning in isolated weanling rats
citation_paper_cites_prize_paper,Computer Science,Chemical Engineering,Physical Sciences,Physical Sciences,Computer Science,Chemical Engineering,9,W1652946403,Single photons on demand from a single molecule at room temperature,W2064114504,Dynamical Analysis of Triplet Lifetime of Single Molecules by a Photon Interdetection Time Analysis Method
citation_paper_cites_prize_paper,Energy,Unknown Citation Field,Physical Sciences,Unknown Domain,Energy,,23,W1982444105,Genetic Control of Biochemical Reactions in Neurospora,W1531707011,RECENT ADVANCES IN OUR KNOWLEDGE OF THE PHYSIOLOGY OF MICROÖRGANISMS
citation_paper_cites_prize_paper,Computer Science,Social Sciences,Physical Sciences,Social Sciences,Computer Science,Social Sciences,12,W2059693774,A New Audiometer,W2043378330,Auditory fatigue and occupational deafness
citation_paper_cites_prize_paper,Nursing,Materials Science,Health Sciences,Physical Sciences,Nursing,Materials Science,56,W2000315362,Eine ergiebige Synthese der l‐Ascorbinsäure (C‐Vitamin),W2056383986,Size-dependent growth kinetics of vitamin C crystals in water solutions of L(+)-ascorbic acid with the addition of methanol and ethanol
