direction,prize_paper_field,citation_paper_field,prize_paper_subfield,citation_paper_subfield,prize_paper_domain,citation_paper_domain,count,sample_prize_paper_id,sample_prize_paper_title,sample_citation_paper_id,sample_citation_paper_title
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Chemistry,Food Science,Spectroscopy,Life Sciences,Physical Sciences,5,W2143107875,UNIDENTIFIED CURVED BACILLI IN THE STOMACH OF PATIENTS WITH GASTRITIS AND PEPTIC ULCERATION,W2070121046,Laser Spectroscopy for Atmospheric and Environmental Sensing
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Physics and Astronomy,Food Science,Statistical and Nonlinear Physics,Life Sciences,Physical Sciences,5,W2143107875,UNIDENTIFIED CURVED BACILLI IN THE STOMACH OF PATIENTS WITH GASTRITIS AND PEPTIC ULCERATION,W3192234188,The boundary-spanning mechanisms of Nobel Prize winning papers
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Mathematics,Food Science,Statistics and Probability,Life Sciences,Physical Sciences,2,W2143107875,UNIDENTIFIED CURVED BACILLI IN THE STOMACH OF PATIENTS WITH GASTRITIS AND PEPTIC ULCERATION,W2015828442,Disease mapping and spatio-temporal analysis: importance of expected-case computation criteria
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Decision Sciences,Food Science,"Statistics, Probability and Uncertainty",Life Sciences,Social Sciences,7,W2143107875,UNIDENTIFIED CURVED BACILLI IN THE STOMACH OF PATIENTS WITH GASTRITIS AND PEPTIC ULCERATION,W4406687640,"Mechanisms, Evidence, and Abductive Hypotheses"
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,Food Science,Surgery,Life Sciences,Health Sciences,4008,W2143107875,UNIDENTIFIED CURVED BACILLI IN THE STOMACH OF PATIENTS WITH GASTRITIS AND PEPTIC ULCERATION,W2077551394,Adherence to the Sydney System guidelines increases the detection of<i>Helicobacter</i>gastritis and intestinal metaplasia in 400 738 sets of gastric biopsies
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,"Pharmacology, Toxicology and Pharmaceutics",Food Science,Toxicology,Life Sciences,Life Sciences,1,W2143107875,UNIDENTIFIED CURVED BACILLI IN THE STOMACH OF PATIENTS WITH GASTRITIS AND PEPTIC ULCERATION,W1589200916,Antimicrobial Activity of Novel Furanonaphthoquinone Analogs
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Social Sciences,Food Science,Urban Studies,Life Sciences,Social Sciences,1,W2143107875,UNIDENTIFIED CURVED BACILLI IN THE STOMACH OF PATIENTS WITH GASTRITIS AND PEPTIC ULCERATION,W3040009810,Faire de la recherche en collaboration
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,Food Science,Urology,Life Sciences,Health Sciences,1,W2143107875,UNIDENTIFIED CURVED BACILLI IN THE STOMACH OF PATIENTS WITH GASTRITIS AND PEPTIC ULCERATION,W2077979740,Is <i>Helicobacter pylori </i>infection associated with alopecia areata?
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Immunology and Microbiology,Food Science,Virology,Life Sciences,Life Sciences,2,W2143107875,UNIDENTIFIED CURVED BACILLI IN THE STOMACH OF PATIENTS WITH GASTRITIS AND PEPTIC ULCERATION,W1969618533,The effect of histamine type 2 receptor antagonists on human immunodeficiency virus (HIV) replication: Identification of a new class of antiviral agents
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Environmental Science,Food Science,Water Science and Technology,Life Sciences,Physical Sciences,1,W2143107875,UNIDENTIFIED CURVED BACILLI IN THE STOMACH OF PATIENTS WITH GASTRITIS AND PEPTIC ULCERATION,W2025763393,A CENTURY of ULCER MEDICINES
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology","Business, Management and Accounting",Genetics,Accounting,Life Sciences,Social Sciences,1,W2080669995,A SMALL PARTICULATE COMPONENT OF THE CYTOPLASM,W2075672604,A COMPARATIVE STUDY OF THE GOLGI COMPLEX
citation_paper_cites_prize_paper,Medicine,Engineering,Genetics,Aerospace Engineering,Health Sciences,Physical Sciences,3,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W1974383158,A System for Continuous Measurement of Radioactivity in Flowing Streams
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Engineering,Genetics,Aerospace Engineering,Life Sciences,Physical Sciences,2,W2111637985,INSULIN-I131 METABOLISM IN HUMAN SUBJECTS: DEMONSTRATION OF INSULIN BINDING GLOBULIN IN THE CIRCULATION OF INSULIN TREATED SUBJECTS 1,W3006210051,CH 17 Radioimmunoassay: Technical Background
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology",Genetics,Aging,Life Sciences,Life Sciences,87,W2090827556,Cyclin: A protein specified by maternal mRNA in sea urchin eggs that is destroyed at each cleavage division,W1870182969,"Sperm-triggered calcium oscillations during meiosis in ascidian oocytes first pause, restart, then stop: correlations with cell cycle kinase activity"
citation_paper_cites_prize_paper,Medicine,"Biochemistry, Genetics and Molecular Biology",Genetics,Aging,Health Sciences,Life Sciences,7,W2050717506,Enzymatic Amplification of β-Globin Genomic Sequences and Restriction Site Analysis for Diagnosis of Sickle Cell Anemia,W2145468604,"A New Marker for Mosaic Analysis in Caenorhabditis elegans Indicates a Fusion Between hyp6 and hyp7, Two Major Components of the Hypodermis"
citation_paper_cites_prize_paper,Medicine,Agricultural and Biological Sciences,Genetics,Agronomy and Crop Science,Health Sciences,Life Sciences,118,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W2030743489,The composition of fetal fluids of the marsupial Macropus eugenii
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Agricultural and Biological Sciences,Genetics,Agronomy and Crop Science,Life Sciences,Life Sciences,21,W2032619610,Genetic regulatory mechanisms in the synthesis of proteins,W1562993366,Potential Opportunities and Problems for Genetically Altered Rumen Microorganisms
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Mathematics,Genetics,Algebra and Number Theory,Life Sciences,Physical Sciences,1,W2170343590,MUTATIONS OF BACTERIA FROM VIRUS SENSITIVITY TO VIRUS RESISTANCE,W1976914663,A new discrete distribution induced by the Luria–Delbrück mutation model
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Chemistry,Genetics,Analytical Chemistry,Life Sciences,Physical Sciences,5,W2032619610,Genetic regulatory mechanisms in the synthesis of proteins,W3165477228,III. CONTROL BY REPRESSION OF A BIOCHEMICAL PATHWAY
citation_paper_cites_prize_paper,Medicine,Chemistry,Genetics,Analytical Chemistry,Health Sciences,Physical Sciences,32,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W2070000065,"Ruhemann's purple from ninhydrin, ascorbate, and nitrite"
citation_paper_cites_prize_paper,Medicine,Medicine,Genetics,Anatomy,Health Sciences,Health Sciences,2,W2050717506,Enzymatic Amplification of β-Globin Genomic Sequences and Restriction Site Analysis for Diagnosis of Sickle Cell Anemia,W2187528883,Pathology on the edge of interdisciplinarity. A historical epitome.
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Medicine,Genetics,Anatomy,Life Sciences,Health Sciences,4,W2059685491,Feeding experiments illustrating the importance of accessory factors in normal dietaries,W1813807369,A Comparative Study of Tumour and Normal Tissue Growth
citation_paper_cites_prize_paper,Medicine,Agricultural and Biological Sciences,Genetics,Animal Science and Zoology,Health Sciences,Life Sciences,460,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W2010379718,NINHYDRIN POSITIVE SUBSTANCES PRESENT IN DIFFERENT AREAS OF NORMAL RAT BRAIN*
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Agricultural and Biological Sciences,Genetics,Animal Science and Zoology,Life Sciences,Life Sciences,74,W2059685491,Feeding experiments illustrating the importance of accessory factors in normal dietaries,W2129785398,On the Protective and Curative Properties of Certain Foodstuffs against Polyneuritis induced in Birds by a Diet of Polished Rice
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Social Sciences,Genetics,Anthropology,Life Sciences,Social Sciences,9,W2032619610,Genetic regulatory mechanisms in the synthesis of proteins,W2492747347,A short historical survey
citation_paper_cites_prize_paper,Medicine,Social Sciences,Genetics,Anthropology,Health Sciences,Social Sciences,7,W2050717506,Enzymatic Amplification of β-Globin Genomic Sequences and Restriction Site Analysis for Diagnosis of Sickle Cell Anemia,W2513106472,"Tierra del Fuego, its ancient inhabitants, and the collections of skeletal remains in the Museums of Anthropology of Florence and Rome"
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Mathematics,Genetics,Applied Mathematics,Life Sciences,Physical Sciences,1,W2170343590,MUTATIONS OF BACTERIA FROM VIRUS SENSITIVITY TO VIRUS RESISTANCE,W3206305867,Global solutions to an equation for mutation process in bacteria and its preservation of positive supports
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Immunology and Microbiology,Genetics,Applied Microbiology and Biotechnology,Life Sciences,Life Sciences,5,W2170343590,MUTATIONS OF BACTERIA FROM VIRUS SENSITIVITY TO VIRUS RESISTANCE,W4393123793,Non-Darwinian Selection of Plasmid-Mediated Antibiotic Resistance
citation_paper_cites_prize_paper,Medicine,Immunology and Microbiology,Genetics,Applied Microbiology and Biotechnology,Health Sciences,Life Sciences,1,W2050717506,Enzymatic Amplification of β-Globin Genomic Sequences and Restriction Site Analysis for Diagnosis of Sickle Cell Anemia,W4392459278,Tackling Infectious Diseases with Rapid Molecular Diagnosis and Innovative Prevention
citation_paper_cites_prize_paper,Medicine,Agricultural and Biological Sciences,Genetics,Aquatic Science,Health Sciences,Life Sciences,127,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W2022482167,Phosphonoprotein. Characterization of aminophosphonic acid rich glycoproteins from sea anemones
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Agricultural and Biological Sciences,Genetics,Aquatic Science,Life Sciences,Life Sciences,28,W2090827556,Cyclin: A protein specified by maternal mRNA in sea urchin eggs that is destroyed at each cleavage division,W1995488390,Current Status of Echinoderm Genome Analysis - What do we Know?
citation_paper_cites_prize_paper,Medicine,Arts and Humanities,Genetics,Archeology,Health Sciences,Social Sciences,16,W2050717506,Enzymatic Amplification of β-Globin Genomic Sequences and Restriction Site Analysis for Diagnosis of Sickle Cell Anemia,W4406385378,Honfoglalás és kora Árpád-kori falusi jellegű temetőkből származó egyének anyai vonalainak összehasonlító jellemzése régészeti genetikai módszerekkel
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Arts and Humanities,Genetics,Archeology,Life Sciences,Social Sciences,4,W2111637985,INSULIN-I131 METABOLISM IN HUMAN SUBJECTS: DEMONSTRATION OF INSULIN BINDING GLOBULIN IN THE CIRCULATION OF INSULIN TREATED SUBJECTS 1,W2336957749,Antibodies and Clinical Resistance to Parathyroid Hormone
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Engineering,Genetics,Architecture,Life Sciences,Physical Sciences,1,W2032619610,Genetic regulatory mechanisms in the synthesis of proteins,W3026887324,Evo-Devo Strategies for Generative Architecture: Colour-Based Patterns in Polygon Meshes
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Computer Science,Genetics,Artificial Intelligence,Life Sciences,Physical Sciences,59,W2032619610,Genetic regulatory mechanisms in the synthesis of proteins,W2967325717,Evo-Devo Algorithms: Gene-Regulation for Digital Architecture
citation_paper_cites_prize_paper,Medicine,Computer Science,Genetics,Artificial Intelligence,Health Sciences,Physical Sciences,5,W2050717506,Enzymatic Amplification of β-Globin Genomic Sequences and Restriction Site Analysis for Diagnosis of Sickle Cell Anemia,W1974772936,Bayesian Estimation for Quantification by Real-time Polymerase Chain Reaction Under a Branching Process Model of the DNA Molecules Amplification Process
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Physics and Astronomy,Genetics,Astronomy and Astrophysics,Life Sciences,Physical Sciences,109,W2032619610,Genetic regulatory mechanisms in the synthesis of proteins,W2932371839,A Personal Reflection on the Chemistry‐Biology Interface
citation_paper_cites_prize_paper,Medicine,Physics and Astronomy,Genetics,Astronomy and Astrophysics,Health Sciences,Physical Sciences,38,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W2067882721,Formation of amino acids on heating glycine with alumina
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Earth and Planetary Sciences,Genetics,Atmospheric Science,Life Sciences,Physical Sciences,3,W2111637985,INSULIN-I131 METABOLISM IN HUMAN SUBJECTS: DEMONSTRATION OF INSULIN BINDING GLOBULIN IN THE CIRCULATION OF INSULIN TREATED SUBJECTS 1,W4236236636,BIBLIOGRAPHY
citation_paper_cites_prize_paper,Medicine,Earth and Planetary Sciences,Genetics,Atmospheric Science,Health Sciences,Physical Sciences,2,W2088437224,"Structure of Hæmoglobin: A Three-Dimensional Fourier Synthesis at 5.5-Å. Resolution, Obtained by X-Ray Analysis",W2560082269,Determining Rate Constants and Mechanisms for Sequential Reactions of Fe<sup>+</sup> with Ozone at 500 K
citation_paper_cites_prize_paper,Medicine,Physics and Astronomy,Genetics,"Atomic and Molecular Physics, and Optics",Health Sciences,Physical Sciences,27,W2050717506,Enzymatic Amplification of β-Globin Genomic Sequences and Restriction Site Analysis for Diagnosis of Sickle Cell Anemia,W2117228527,Multiple label-free biodetection and quantitative DNA-binding assays on a nanomechanical cantilever array
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Physics and Astronomy,Genetics,"Atomic and Molecular Physics, and Optics",Life Sciences,Physical Sciences,30,W2032619610,Genetic regulatory mechanisms in the synthesis of proteins,W2093359987,ISOLATION OF A NUCLEAR RNA FRACTION RESEMBLING DNA IN ITS BASE COMPOSITION
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Engineering,Genetics,Automotive Engineering,Life Sciences,Physical Sciences,3,W2061555550,High efficiency transformation by direct microinjection of DNA into cultured mammalian cells,W2945522322,"Transformers, elements in disguise"
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Neuroscience,Genetics,Behavioral Neuroscience,Life Sciences,Life Sciences,9,W2054073262,Sizing and mapping of early adenovirus mRNAs by gel electrophoresis of S1 endonuclease-digested hybrids,W2092592658,"Regulation of Human Corticotropin- Releasing Hormone Gene Expression by 3′,5′-Cyclic Adenosine Monophosphate in a Transformed Mouse Corticotroph Cell Line"
citation_paper_cites_prize_paper,Medicine,Neuroscience,Genetics,Behavioral Neuroscience,Health Sciences,Life Sciences,3,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W1974742129,"Acute cortisol excess results in unimpaired insulin action on lipolysis and branched chain amino acids, but not on glucose kinetics and C-peptide concentrations in man"
citation_paper_cites_prize_paper,Medicine,"Biochemistry, Genetics and Molecular Biology",Genetics,Biochemistry,Health Sciences,Life Sciences,348,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W2030392147,An internal standard for amino acid analyses: S-β-(4-pyridylethyl)-l-cysteine
citation_paper_cites_prize_paper,Medicine,Medicine,Genetics,Biochemistry,Health Sciences,Health Sciences,30,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W2080187264,Purification and properties of a carotene co-oxidizing lipoxygenase from peas
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology",Genetics,Biochemistry,Life Sciences,Life Sciences,153,W2032619610,Genetic regulatory mechanisms in the synthesis of proteins,W1900724955,Regulation of amino acid transport in Escherichia coli by transcription termination factor rho
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Medicine,Genetics,Biochemistry,Life Sciences,Health Sciences,11,W2032619610,Genetic regulatory mechanisms in the synthesis of proteins,W2917254069,Studies on Phytoalexins
citation_paper_cites_prize_paper,Medicine,Chemical Engineering,Genetics,Bioengineering,Health Sciences,Physical Sciences,13,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W1964446203,Determination of lysine in pharmaceutical samples containing endogenous ammonium ions by using a lysine oxidase biosensor based on an all-solid-state potentiometric ammonium electrode
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Chemical Engineering,Genetics,Bioengineering,Life Sciences,Physical Sciences,1,W2111637985,INSULIN-I131 METABOLISM IN HUMAN SUBJECTS: DEMONSTRATION OF INSULIN BINDING GLOBULIN IN THE CIRCULATION OF INSULIN TREATED SUBJECTS 1,W2088852726,Detection of anti-insulin antibodies with a new electrical technique: Lipid membrane conductometry
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Neuroscience,Genetics,Biological Psychiatry,Life Sciences,Life Sciences,10,W2032619610,Genetic regulatory mechanisms in the synthesis of proteins,W86259604,Über Veränderungen von Enzymaktivitäten im Serum und Lebergewebe nach Einwirkung von Äthylalkohol sowie Verabreichung von anabolen Steroiden und einigen anderen Medikamenten
citation_paper_cites_prize_paper,Medicine,Neuroscience,Genetics,Biological Psychiatry,Health Sciences,Life Sciences,9,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W1607682771,"Indoleamine 2,3-dioxygenase. Purification and some properties"
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Materials Science,Genetics,Biomaterials,Life Sciences,Physical Sciences,79,W2045899482,Establishment in culture of pluripotential cells from mouse embryos,W2930634860,Tissue Engineering Biomaterials
citation_paper_cites_prize_paper,Medicine,Materials Science,Genetics,Biomaterials,Health Sciences,Physical Sciences,99,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W1892123169,Purification and Characterization of Axial Filaments from <i>Treponema phagedenis</i> Biotype <i>reiterii</i> (the Reiter Treponeme)
citation_paper_cites_prize_paper,Medicine,Engineering,Genetics,Biomedical Engineering,Health Sciences,Physical Sciences,428,W2050717506,Enzymatic Amplification of β-Globin Genomic Sequences and Restriction Site Analysis for Diagnosis of Sickle Cell Anemia,W91149506,MICROFLUIDIQUE DE GOUTTES POUR LES ANALYSES BIOLOGIQUES
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Engineering,Genetics,Biomedical Engineering,Life Sciences,Physical Sciences,364,W2045899482,Establishment in culture of pluripotential cells from mouse embryos,W2891239095,Engineering molecular imaging strategies for regenerative medicine
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology",Genetics,Biophysics,Life Sciences,Life Sciences,73,W2170343590,MUTATIONS OF BACTERIA FROM VIRUS SENSITIVITY TO VIRUS RESISTANCE,W2562286467,Strongly Deterministic Population Dynamics in Closed Microbial Communities
citation_paper_cites_prize_paper,Medicine,"Biochemistry, Genetics and Molecular Biology",Genetics,Biophysics,Health Sciences,Life Sciences,22,W2050717506,Enzymatic Amplification of β-Globin Genomic Sequences and Restriction Site Analysis for Diagnosis of Sickle Cell Anemia,W3125356694,Bacillus thuringiensis Cells Selectively Captured by Phages and Identified by Surface Enhanced Raman Spectroscopy Technique
citation_paper_cites_prize_paper,Medicine,"Biochemistry, Genetics and Molecular Biology",Genetics,Biotechnology,Health Sciences,Life Sciences,276,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W2080248720,Purification and Characterization of <i>Vibrio vulnificus</i> Protease
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology",Genetics,Biotechnology,Life Sciences,Life Sciences,200,W2061555550,High efficiency transformation by direct microinjection of DNA into cultured mammalian cells,W2068324147,Evidence That More than 90% of β-Glucuronidase-Expressing Cells after Particle Bombardment Directly Receive the Foreign Gene in their Nucleus
citation_paper_cites_prize_paper,Medicine,Engineering,Genetics,Building and Construction,Health Sciences,Physical Sciences,33,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W2062856215,Wool Modification by Dialdehyde Starch Treatment
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Engineering,Genetics,Building and Construction,Life Sciences,Physical Sciences,2,W2032619610,Genetic regulatory mechanisms in the synthesis of proteins,W2053804887,Inhibition par l'oxygene de la biosynthese et de l'activitee de l'hydrogenase et de l'hydrogenelyase chez les bacteries anaerobies facultatives
citation_paper_cites_prize_paper,Medicine,"Biochemistry, Genetics and Molecular Biology",Genetics,Cancer Research,Health Sciences,Life Sciences,177,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W1970435671,The Neutral Proteases of Human Granulocytes
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology",Genetics,Cancer Research,Life Sciences,Life Sciences,477,W2170343590,MUTATIONS OF BACTERIA FROM VIRUS SENSITIVITY TO VIRUS RESISTANCE,W2031477339,7th Jan Waldenström Lecture. The Biology of Human Cancer Metastasis
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Medicine,Genetics,Cardiology and Cardiovascular Medicine,Life Sciences,Health Sciences,104,W2111637985,INSULIN-I131 METABOLISM IN HUMAN SUBJECTS: DEMONSTRATION OF INSULIN BINDING GLOBULIN IN THE CIRCULATION OF INSULIN TREATED SUBJECTS 1,W2188209901,"The initial, rapid-phase disappearance of intravenous radioinsulin in diabetes."
citation_paper_cites_prize_paper,Medicine,Medicine,Genetics,Cardiology and Cardiovascular Medicine,Health Sciences,Health Sciences,138,W2050717506,Enzymatic Amplification of β-Globin Genomic Sequences and Restriction Site Analysis for Diagnosis of Sickle Cell Anemia,W4253170303,"The titin cDNA sequence and partial genomic sequences: Insights into the molecular genetics, cell biology and physiology of the titin filament system"
citation_paper_cites_prize_paper,Medicine,Chemical Engineering,Genetics,Catalysis,Health Sciences,Physical Sciences,5,W2088437224,"Structure of Hæmoglobin: A Three-Dimensional Fourier Synthesis at 5.5-Å. Resolution, Obtained by X-Ray Analysis",W2469297522,The Overriding Roles of Concentration and Hydrophobic Effect on Structure and Stability of Heme Protein Induced by Imidazolium-Based Ionic Liquids
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Chemical Engineering,Genetics,Catalysis,Life Sciences,Physical Sciences,1,W2170343590,MUTATIONS OF BACTERIA FROM VIRUS SENSITIVITY TO VIRUS RESISTANCE,W2087837945,"A new chemical mutagen for bacteria, 1-methyl-3-nitro-1-nitrosoguanidine"
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology",Genetics,Cell Biology,Life Sciences,Life Sciences,994,W2090827556,Cyclin: A protein specified by maternal mRNA in sea urchin eggs that is destroyed at each cleavage division,W2011075906,Dominant-negative cyclin-selective ubiquitin carrier protein E2-C/UbcH10 blocks cells in metaphase
citation_paper_cites_prize_paper,Medicine,"Biochemistry, Genetics and Molecular Biology",Genetics,Cell Biology,Health Sciences,Life Sciences,852,W2088437224,"Structure of Hæmoglobin: A Three-Dimensional Fourier Synthesis at 5.5-Å. Resolution, Obtained by X-Ray Analysis",W3037803472,Biomolecular interactions of selected buffers with hemoglobin
citation_paper_cites_prize_paper,Medicine,Neuroscience,Genetics,Cellular and Molecular Neuroscience,Health Sciences,Life Sciences,238,W2050717506,Enzymatic Amplification of β-Globin Genomic Sequences and Restriction Site Analysis for Diagnosis of Sickle Cell Anemia,W2269934077,"Isolation and characterization of the B-type allatostatin gene of Gryllus bimaculatus de Geer (Ensifera, Gryllidae)"
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Neuroscience,Genetics,Cellular and Molecular Neuroscience,Life Sciences,Life Sciences,323,W2080669995,A SMALL PARTICULATE COMPONENT OF THE CYTOPLASM,W2321682406,Investigations on the ultrastructural changes of the spinal ganglion neurons in the course of axon regeneration and cell hypertrophy
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Chemical Engineering,Genetics,Chemical Health and Safety,Life Sciences,Physical Sciences,2,W2054073262,Sizing and mapping of early adenovirus mRNAs by gel electrophoresis of S1 endonuclease-digested hybrids,W1686927379,Electrophoresis of RNA
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Engineering,Genetics,Civil and Structural Engineering,Life Sciences,Physical Sciences,1,W2032619610,Genetic regulatory mechanisms in the synthesis of proteins,W2333656357,A B C D E F G ...
citation_paper_cites_prize_paper,Medicine,Arts and Humanities,Genetics,Classics,Health Sciences,Social Sciences,1,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W2328469869,Über die Fraktionierung von Scidenfibroin
citation_paper_cites_prize_paper,Medicine,"Biochemistry, Genetics and Molecular Biology",Genetics,Clinical Biochemistry,Health Sciences,Life Sciences,341,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W2080946890,Propionyl-CoA carboxylase deficiency with overflow of metabolites of isoleucine catabolism at all levels
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology",Genetics,Clinical Biochemistry,Life Sciences,Life Sciences,66,W2032619610,Genetic regulatory mechanisms in the synthesis of proteins,W3212938719,DNA Inborn Errors of Metabolism1
citation_paper_cites_prize_paper,Medicine,Psychology,Genetics,Clinical Psychology,Health Sciences,Social Sciences,4,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W2044424705,FAMILIAL OCCURRENCE OF JUVENILE AMAUROTIC FAMILY IDIOCY AND PHENYLKETONURIA IN THE SAME SUBJECTS
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Psychology,Genetics,Clinical Psychology,Life Sciences,Social Sciences,11,W2032619610,Genetic regulatory mechanisms in the synthesis of proteins,W2156710309,A mente molecularizada e a busca da demência incipiente
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Neuroscience,Genetics,Cognitive Neuroscience,Life Sciences,Life Sciences,76,W2032619610,Genetic regulatory mechanisms in the synthesis of proteins,W4237334123,An Open-Label Trial of Donepezil (Aricept) in the Treatment of Persons With Mild Traumatic Brain Injury
citation_paper_cites_prize_paper,Medicine,Neuroscience,Genetics,Cognitive Neuroscience,Health Sciences,Life Sciences,9,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W2029054633,"Isolation and physical-chemical characterization of a humoral, sleep inducing substance in rabbits (factor ‘delta’)"
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Social Sciences,Genetics,Communication,Life Sciences,Social Sciences,4,W2045899482,Establishment in culture of pluripotential cells from mouse embryos,W3050011140,Chapter 5. Foraging
citation_paper_cites_prize_paper,Medicine,Social Sciences,Genetics,Communication,Health Sciences,Social Sciences,1,W2088437224,"Structure of Hæmoglobin: A Three-Dimensional Fourier Synthesis at 5.5-Å. Resolution, Obtained by X-Ray Analysis",W2889894617,Estudio y estrategia de comunicación interna para una empresa de confección textil.
citation_paper_cites_prize_paper,Medicine,Health Professions,Genetics,Complementary and Manual Therapy,Health Sciences,Health Sciences,1,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W2098371519,THE AMINO ACID CONTENT OF HUMAN CEREBROSPINAL FLUID IN NORMAL INDIVIDUALS AND IN MENTAL DEFECTIVES*
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Health Professions,Genetics,Complementary and Manual Therapy,Life Sciences,Health Sciences,1,W2084267545,Gene Recombination in Escherichia Coli,W4403679398,Delving the depths of ‘terra incognita’ in the human intestine — the small intestinal microbiota
citation_paper_cites_prize_paper,Medicine,Medicine,Genetics,Complementary and alternative medicine,Health Sciences,Health Sciences,20,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W1542632241,The Lipoxygenase of Reticulocytes
